,Type,Air temperature [°C],Process temperature [°C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [°C]
8162,L,27.450000000000045,38.85000000000002,1574,35.0,133,0,0,0,0,0,0,11.399999999999977
8163,L,27.55000000000001,38.950000000000045,1574,36.4,135,0,0,0,0,0,0,11.400000000000034
8164,L,27.450000000000045,38.75,1472,40.9,137,0,0,0,0,0,0,11.299999999999955
8165,L,27.450000000000045,38.85000000000002,1552,33.2,139,0,0,0,0,0,0,11.399999999999977
8166,L,27.55000000000001,38.950000000000045,1603,31.4,141,0,0,0,0,0,0,11.400000000000034
8167,H,27.55000000000001,38.950000000000045,1353,47.1,143,0,0,0,0,0,0,11.400000000000034
8168,L,27.55000000000001,38.950000000000045,1690,30.6,148,0,0,0,0,0,0,11.400000000000034
8169,M,27.650000000000034,39.05000000000001,1745,26.3,150,0,0,0,0,0,0,11.399999999999977
8170,L,27.75,39.150000000000034,1522,45.7,153,0,0,0,0,0,0,11.400000000000034
8171,H,27.850000000000023,39.25,1641,34.5,155,0,0,0,0,0,0,11.399999999999977
8172,L,27.75,39.25,1596,28.9,160,0,0,0,0,0,0,11.5
8173,H,27.75,39.25,1497,37.0,162,0,0,0,0,0,0,11.5
8174,L,27.75,39.150000000000034,1371,52.3,167,0,0,0,0,0,0,11.400000000000034
8175,M,27.75,39.150000000000034,1445,41.2,169,0,0,0,0,0,0,11.400000000000034
8176,L,27.650000000000034,39.05000000000001,1564,40.0,172,0,0,0,0,0,0,11.399999999999977
8177,L,27.55000000000001,38.950000000000045,1439,44.9,174,0,0,0,0,0,0,11.400000000000034
8178,L,27.55000000000001,39.05000000000001,1352,52.1,176,0,0,0,0,0,0,11.5
8179,L,27.650000000000034,39.150000000000034,1560,35.4,178,0,0,0,0,0,0,11.5
8180,M,27.55000000000001,39.05000000000001,1616,42.3,180,0,0,0,0,0,0,11.5
8181,L,27.55000000000001,39.05000000000001,1835,23.7,183,0,0,0,0,0,0,11.5
8182,M,27.55000000000001,38.950000000000045,1649,32.7,185,0,0,0,0,0,0,11.400000000000034
8183,L,27.650000000000034,38.950000000000045,1452,47.3,188,0,0,0,0,0,0,11.300000000000011
8184,L,27.650000000000034,38.950000000000045,2144,17.7,190,0,0,0,0,0,0,11.300000000000011
8185,L,27.55000000000001,38.950000000000045,1554,41.0,192,0,0,0,0,0,0,11.400000000000034
8186,L,27.55000000000001,38.85000000000002,1827,25.4,194,0,0,0,0,0,0,11.300000000000011
8187,L,27.450000000000045,38.75,1448,46.3,196,0,0,0,0,0,0,11.299999999999955
8188,M,27.450000000000045,38.75,1530,38.8,198,0,0,0,0,0,0,11.299999999999955
8189,L,27.55000000000001,38.85000000000002,1983,21.0,201,0,0,0,0,0,0,11.300000000000011
8190,M,27.55000000000001,38.75,1620,37.2,203,0,0,0,0,0,0,11.199999999999989
8191,M,27.450000000000045,38.75,1630,29.8,206,0,0,0,0,0,0,11.299999999999955
8192,L,27.450000000000045,38.75,1229,65.2,209,1,0,0,0,1,0,11.299999999999955
8193,L,27.350000000000023,38.650000000000034,1873,22.3,211,0,0,0,0,0,0,11.300000000000011
8194,L,27.25,38.55000000000001,1426,45.7,213,0,0,0,0,0,0,11.300000000000011
8195,L,27.25,38.650000000000034,1376,53.9,215,1,0,0,0,1,0,11.400000000000034
8196,L,27.25,38.650000000000034,1622,33.6,217,0,0,0,0,0,0,11.400000000000034
8197,M,27.25,38.55000000000001,1492,45.7,219,0,0,0,0,0,0,11.300000000000011
8198,M,27.150000000000034,38.55000000000001,1374,48.9,222,0,0,0,0,0,0,11.399999999999977
8199,L,27.05000000000001,38.55000000000001,1737,27.0,225,1,1,0,0,0,0,11.5
8200,L,27.150000000000034,38.650000000000034,1426,42.4,0,0,0,0,0,0,0,11.5
8201,M,27.150000000000034,38.75,1826,25.1,2,0,0,0,0,0,0,11.599999999999966
8202,L,27.150000000000034,38.75,1669,32.4,5,0,0,0,0,0,0,11.599999999999966
8203,M,27.25,38.75,1473,40.1,7,0,0,0,0,0,0,11.5
8204,L,27.25,38.75,1751,27.8,10,0,0,0,0,0,0,11.5
8205,M,27.25,38.75,1446,47.3,12,0,0,0,0,0,0,11.5
8206,L,27.150000000000034,38.650000000000034,1483,43.5,15,0,0,0,0,0,0,11.5
8207,L,27.05000000000001,38.55000000000001,1535,42.6,17,0,0,0,0,0,0,11.5
8208,L,27.05000000000001,38.55000000000001,1477,44.0,19,0,0,0,0,0,0,11.5
8209,L,27.150000000000034,38.650000000000034,1391,46.9,21,0,0,0,0,0,0,11.5
8210,H,27.05000000000001,38.55000000000001,1636,29.4,23,0,0,0,0,0,0,11.5
8211,L,27.05000000000001,38.450000000000045,1675,33.3,28,0,0,0,0,0,0,11.400000000000034
8212,H,27.05000000000001,38.35000000000002,1329,48.9,30,0,0,0,0,0,0,11.300000000000011
8213,M,27.05000000000001,38.35000000000002,1548,33.5,35,0,0,0,0,0,0,11.300000000000011
8214,L,27.05000000000001,38.35000000000002,1391,45.8,38,0,0,0,0,0,0,11.300000000000011
8215,L,26.950000000000045,38.35000000000002,1437,43.1,40,0,0,0,0,0,0,11.399999999999977
8216,L,27.05000000000001,38.450000000000045,1370,61.9,42,0,0,0,0,0,0,11.400000000000034
8217,L,26.950000000000045,38.450000000000045,1577,37.1,44,0,0,0,0,0,0,11.5
8218,L,26.950000000000045,38.35000000000002,1485,37.8,46,0,0,0,0,0,0,11.399999999999977
8219,L,26.850000000000023,38.25,1504,34.3,48,0,0,0,0,0,0,11.399999999999977
8220,M,26.75,38.150000000000034,1551,35.2,50,0,0,0,0,0,0,11.400000000000034
8221,M,26.950000000000045,38.35000000000002,1428,43.0,53,0,0,0,0,0,0,11.399999999999977
8222,L,26.850000000000023,38.35000000000002,1755,27.9,56,0,0,0,0,0,0,11.5
8223,L,26.950000000000045,38.35000000000002,1329,54.9,58,0,0,0,0,0,0,11.399999999999977
8224,L,26.950000000000045,38.35000000000002,1496,35.2,60,0,0,0,0,0,0,11.399999999999977
8225,L,26.950000000000045,38.35000000000002,1532,36.6,62,0,0,0,0,0,0,11.399999999999977
8226,L,26.950000000000045,38.35000000000002,1389,61.4,64,0,0,0,0,0,0,11.399999999999977
8227,M,26.950000000000045,38.25,1524,51.4,66,0,0,0,0,0,0,11.299999999999955
8228,M,26.950000000000045,38.25,1422,49.3,69,0,0,0,0,0,0,11.299999999999955
8229,L,26.950000000000045,38.35000000000002,1739,27.4,72,0,0,0,0,0,0,11.399999999999977
8230,L,26.950000000000045,38.35000000000002,1736,26.9,74,0,0,0,0,0,0,11.399999999999977
8231,L,26.950000000000045,38.35000000000002,1419,48.8,76,0,0,0,0,0,0,11.399999999999977
8232,L,26.950000000000045,38.450000000000045,1326,49.7,78,0,0,0,0,0,0,11.5
8233,M,26.950000000000045,38.450000000000045,1449,43.2,80,0,0,0,0,0,0,11.5
8234,L,27.05000000000001,38.450000000000045,1534,39.7,83,0,0,0,0,0,0,11.400000000000034
8235,M,27.05000000000001,38.450000000000045,1443,50.9,85,0,0,0,0,0,0,11.400000000000034
8236,L,27.05000000000001,38.450000000000045,1498,41.1,88,0,0,0,0,0,0,11.400000000000034
8237,L,26.950000000000045,38.450000000000045,1796,26.0,90,0,0,0,0,0,0,11.5
8238,L,26.950000000000045,38.25,1519,45.3,92,0,0,0,0,0,0,11.299999999999955
8239,L,26.850000000000023,38.25,1339,49.6,94,0,0,0,0,0,0,11.399999999999977
8240,L,26.850000000000023,38.25,1483,41.5,96,0,0,0,0,0,0,11.399999999999977
8241,M,26.75,38.05000000000001,2099,20.0,98,0,0,0,0,0,0,11.300000000000011
8242,M,26.850000000000023,38.150000000000034,1689,29.7,101,0,0,0,0,0,0,11.300000000000011
8243,H,26.950000000000045,38.25,1369,54.5,104,0,0,0,0,0,0,11.299999999999955
8244,L,26.850000000000023,38.25,1512,38.8,109,0,0,0,0,0,0,11.399999999999977
8245,M,26.850000000000023,38.150000000000034,1303,68.6,111,1,0,0,1,0,0,11.300000000000011
8246,L,26.850000000000023,38.150000000000034,1552,39.9,114,0,0,0,0,0,0,11.300000000000011
8247,L,26.850000000000023,38.25,1713,28.0,116,0,0,0,0,0,0,11.399999999999977
8248,L,26.75,38.150000000000034,1456,44.1,118,0,0,0,0,0,0,11.400000000000034
8249,L,26.850000000000023,38.25,1524,39.8,120,0,0,0,0,0,0,11.399999999999977
8250,M,26.850000000000023,38.25,1394,45.2,122,0,0,0,0,0,0,11.399999999999977
8251,L,26.850000000000023,38.25,1981,21.2,125,0,0,0,0,0,0,11.399999999999977
8252,L,26.850000000000023,38.25,1565,36.1,127,0,0,0,0,0,0,11.399999999999977
8253,L,26.950000000000045,38.25,1657,31.0,129,0,0,0,0,0,0,11.299999999999955
8254,M,26.850000000000023,38.25,1625,37.1,131,0,0,0,0,0,0,11.399999999999977
8255,L,26.850000000000023,38.25,1606,31.1,134,0,0,0,0,0,0,11.399999999999977
8256,H,26.850000000000023,38.35000000000002,1336,56.8,136,0,0,0,0,0,0,11.5
8257,M,26.850000000000023,38.450000000000045,1587,34.2,141,0,0,0,0,0,0,11.600000000000023
8258,L,26.950000000000045,38.450000000000045,1602,39.7,144,0,0,0,0,0,0,11.5
8259,L,26.950000000000045,38.35000000000002,1471,38.4,146,0,0,0,0,0,0,11.399999999999977
8260,H,26.950000000000045,38.450000000000045,1332,48.0,148,0,0,0,0,0,0,11.5
8261,H,27.05000000000001,38.450000000000045,1434,48.4,153,0,0,0,0,0,0,11.400000000000034
8262,L,26.950000000000045,38.450000000000045,1921,23.9,158,0,0,0,0,0,0,11.5
8263,H,27.05000000000001,38.450000000000045,1704,30.6,160,0,0,0,0,0,0,11.400000000000034
8264,M,26.950000000000045,38.450000000000045,1397,49.5,165,0,0,0,0,0,0,11.5
8265,H,26.950000000000045,38.450000000000045,1791,28.0,168,0,0,0,0,0,0,11.5
8266,L,26.950000000000045,38.450000000000045,1818,24.1,173,0,0,0,0,0,0,11.5
8267,L,27.05000000000001,38.55000000000001,1540,36.3,175,0,0,0,0,0,0,11.5
8268,M,27.05000000000001,38.650000000000034,1502,39.8,177,0,0,0,0,0,0,11.600000000000023
8269,H,27.05000000000001,38.650000000000034,1761,30.4,180,0,0,0,0,0,0,11.600000000000023
8270,M,26.950000000000045,38.650000000000034,1517,38.4,185,0,0,0,0,0,0,11.699999999999989
8271,L,26.950000000000045,38.55000000000001,1309,51.1,188,0,0,0,0,0,0,11.599999999999966
8272,L,26.75,38.450000000000045,1363,52.6,190,0,0,0,0,0,0,11.700000000000045
8273,M,26.850000000000023,38.450000000000045,1787,22.2,192,0,0,0,0,0,0,11.600000000000023
8274,L,26.75,38.35000000000002,1640,29.2,195,0,0,0,0,0,0,11.600000000000023
8275,M,26.75,38.450000000000045,1720,25.3,197,0,0,0,0,0,0,11.700000000000045
8276,L,26.650000000000034,38.35000000000002,1384,52.8,200,0,0,0,0,0,0,11.699999999999989
8277,H,26.650000000000034,38.35000000000002,1294,55.8,202,0,0,0,0,0,0,11.699999999999989
8278,L,26.650000000000034,38.35000000000002,1464,46.4,207,0,0,0,0,0,0,11.699999999999989
8279,L,26.650000000000034,38.450000000000045,1803,25.4,209,0,0,0,0,0,0,11.800000000000011
8280,L,26.650000000000034,38.450000000000045,1602,39.1,211,0,0,0,0,0,0,11.800000000000011
8281,H,26.75,38.450000000000045,1519,38.8,213,0,0,0,0,0,0,11.700000000000045
8282,M,26.75,38.55000000000001,1638,33.6,218,0,0,0,0,0,0,11.800000000000011
8283,H,26.75,38.450000000000045,1615,33.0,221,0,0,0,0,0,0,11.700000000000045
8284,L,26.650000000000034,38.450000000000045,1651,33.3,0,0,0,0,0,0,0,11.800000000000011
8285,L,26.75,38.450000000000045,1387,52.7,2,0,0,0,0,0,0,11.700000000000045
8286,M,26.650000000000034,38.35000000000002,1678,32.8,4,0,0,0,0,0,0,11.699999999999989
8287,L,26.75,38.450000000000045,1585,38.1,7,0,0,0,0,0,0,11.700000000000045
8288,M,26.650000000000034,38.450000000000045,1640,33.8,9,0,0,0,0,0,0,11.800000000000011
8289,L,26.75,38.450000000000045,1406,43.8,12,0,0,0,0,0,0,11.700000000000045
8290,M,26.75,38.450000000000045,1679,35.8,14,0,0,0,0,0,0,11.700000000000045
8291,L,26.75,38.35000000000002,1717,26.9,17,0,0,0,0,0,0,11.600000000000023
8292,H,26.75,38.35000000000002,1429,39.9,19,0,0,0,0,0,0,11.600000000000023
8293,M,26.75,38.25,1533,44.4,24,0,0,0,0,0,0,11.5
8294,M,26.75,38.35000000000002,1525,38.5,27,0,0,0,0,0,0,11.600000000000023
8295,L,26.75,38.25,1739,26.3,30,0,0,0,0,0,0,11.5
8296,L,26.75,38.150000000000034,1436,39.0,32,0,0,0,0,0,0,11.400000000000034
8297,M,26.650000000000034,38.05000000000001,1595,33.1,34,0,0,0,0,0,0,11.399999999999977
8298,H,26.55000000000001,37.950000000000045,1435,45.6,37,0,0,0,0,0,0,11.400000000000034
8299,L,26.55000000000001,37.85000000000002,1637,31.8,42,0,0,0,0,0,0,11.300000000000011
8300,L,26.55000000000001,37.950000000000045,1558,37.6,44,0,0,0,0,0,0,11.400000000000034
8301,M,26.55000000000001,37.950000000000045,1644,34.1,46,0,0,0,0,0,0,11.400000000000034
8302,L,26.55000000000001,37.950000000000045,1641,31.1,49,0,0,0,0,0,0,11.400000000000034
8303,L,26.650000000000034,38.05000000000001,1504,41.0,51,0,0,0,0,0,0,11.399999999999977
8304,M,26.55000000000001,37.950000000000045,1506,50.7,53,0,0,0,0,0,0,11.400000000000034
8305,H,26.650000000000034,37.950000000000045,1380,44.0,56,0,0,0,0,0,0,11.300000000000011
8306,M,26.55000000000001,37.950000000000045,1549,42.5,61,0,0,0,0,0,0,11.400000000000034
8307,M,26.55000000000001,37.950000000000045,1402,69.7,64,1,0,0,1,0,0,11.400000000000034
8308,L,26.55000000000001,37.950000000000045,1401,45.3,67,0,0,0,0,0,0,11.400000000000034
8309,M,26.55000000000001,37.85000000000002,1459,40.2,69,0,0,0,0,0,0,11.300000000000011
8310,L,26.55000000000001,37.75,1465,39.7,72,0,0,0,0,0,0,11.199999999999989
8311,M,26.650000000000034,37.85000000000002,1295,52.7,74,0,0,0,0,0,0,11.199999999999989
8312,M,26.650000000000034,37.85000000000002,1529,38.5,77,0,0,0,0,0,0,11.199999999999989
8313,M,26.650000000000034,37.85000000000002,1484,44.9,80,0,0,0,0,0,0,11.199999999999989
8314,L,26.650000000000034,37.75,1739,30.6,83,0,0,0,0,0,0,11.099999999999966
8315,H,26.55000000000001,37.650000000000034,1422,40.7,85,0,0,0,0,0,0,11.100000000000023
8316,L,26.650000000000034,37.650000000000034,1463,40.0,90,0,0,0,0,0,0,11.0
8317,L,26.55000000000001,37.55000000000001,1667,30.4,92,0,0,0,0,0,0,11.0
8318,H,26.55000000000001,37.55000000000001,1565,39.3,94,0,0,0,0,0,0,11.0
8319,L,26.55000000000001,37.55000000000001,1393,45.7,99,0,0,0,0,0,0,11.0
8320,M,26.650000000000034,37.55000000000001,1453,47.7,101,0,0,0,0,0,0,10.899999999999977
8321,L,26.650000000000034,37.450000000000045,1442,50.0,104,0,0,0,0,0,0,10.800000000000011
8322,L,26.55000000000001,37.450000000000045,1364,44.9,106,0,0,0,0,0,0,10.900000000000034
8323,H,26.55000000000001,37.35000000000002,1453,40.4,108,0,0,0,0,0,0,10.800000000000011
8324,M,26.55000000000001,37.35000000000002,1394,46.0,113,0,0,0,0,0,0,10.800000000000011
8325,M,26.55000000000001,37.35000000000002,1500,38.8,116,0,0,0,0,0,0,10.800000000000011
8326,H,26.450000000000045,37.35000000000002,1523,34.2,119,0,0,0,0,0,0,10.899999999999977
8327,M,26.55000000000001,37.450000000000045,1254,57.1,124,0,0,0,0,0,0,10.900000000000034
8328,L,26.450000000000045,37.35000000000002,1325,52.2,127,0,0,0,0,0,0,10.899999999999977
8329,L,26.650000000000034,37.55000000000001,1424,49.6,129,0,0,0,0,0,0,10.899999999999977
8330,L,26.650000000000034,37.55000000000001,1505,39.0,131,0,0,0,0,0,0,10.899999999999977
8331,M,26.650000000000034,37.55000000000001,1392,48.7,133,0,0,0,0,0,0,10.899999999999977
8332,L,26.650000000000034,37.55000000000001,1529,44.0,136,0,0,0,0,0,0,10.899999999999977
8333,M,26.650000000000034,37.55000000000001,1477,48.5,138,0,0,0,0,0,0,10.899999999999977
8334,M,26.650000000000034,37.55000000000001,1459,47.3,141,0,0,0,0,0,0,10.899999999999977
8335,M,26.850000000000023,37.650000000000034,2240,15.9,144,0,0,0,0,0,0,10.800000000000011
8336,L,26.75,37.55000000000001,1449,48.8,147,0,0,0,0,0,0,10.800000000000011
8337,M,26.650000000000034,37.55000000000001,1589,35.3,149,0,0,0,0,0,0,10.899999999999977
8338,L,26.650000000000034,37.55000000000001,1740,28.5,152,0,0,0,0,0,0,10.899999999999977
8339,M,26.650000000000034,37.55000000000001,1499,40.3,154,0,0,0,0,0,0,10.899999999999977
8340,M,26.650000000000034,37.55000000000001,1480,38.1,157,0,0,0,0,0,0,10.899999999999977
8341,L,26.650000000000034,37.55000000000001,1751,29.6,160,0,0,0,0,0,0,10.899999999999977
8342,L,26.55000000000001,37.55000000000001,1510,40.6,162,0,0,0,0,0,0,11.0
8343,H,26.650000000000034,37.650000000000034,1437,48.2,164,0,0,0,0,0,0,11.0
8344,L,26.650000000000034,37.55000000000001,1609,40.4,169,0,0,0,0,0,0,10.899999999999977
8345,H,26.650000000000034,37.650000000000034,1490,35.9,171,0,0,0,0,0,0,11.0
8346,L,26.55000000000001,37.55000000000001,1601,35.7,176,0,0,0,0,0,0,11.0
8347,L,26.55000000000001,37.450000000000045,1665,31.1,178,0,0,0,0,0,0,10.900000000000034
8348,M,26.55000000000001,37.450000000000045,1452,42.7,180,0,0,0,0,0,0,10.900000000000034
8349,M,26.55000000000001,37.35000000000002,1487,33.6,183,0,0,0,0,0,0,10.800000000000011
8350,M,26.55000000000001,37.450000000000045,1382,48.1,186,0,0,0,0,0,0,10.900000000000034
8351,M,26.55000000000001,37.450000000000045,1686,26.2,189,0,0,0,0,0,0,10.900000000000034
8352,L,26.450000000000045,37.450000000000045,1491,36.9,192,0,0,0,0,0,0,11.0
8353,L,26.55000000000001,37.450000000000045,1442,55.6,194,0,0,0,0,0,0,10.900000000000034
8354,L,26.450000000000045,37.450000000000045,1390,50.3,196,0,0,0,0,0,0,11.0
8355,L,26.55000000000001,37.450000000000045,1502,46.7,198,0,0,0,0,0,0,10.900000000000034
8356,M,26.450000000000045,37.450000000000045,1344,59.4,200,0,0,0,0,0,0,11.0
8357,L,26.350000000000023,37.35000000000002,1385,46.3,203,1,1,0,0,0,0,11.0
8358,L,26.55000000000001,37.55000000000001,1547,37.4,0,0,0,0,0,0,0,11.0
8359,M,26.450000000000045,37.450000000000045,1525,42.4,2,0,0,0,0,0,0,11.0
8360,L,26.450000000000045,37.450000000000045,1540,35.8,5,0,0,0,0,0,0,11.0
8361,L,26.450000000000045,37.35000000000002,1450,44.3,7,0,0,0,0,0,0,10.899999999999977
8362,L,26.450000000000045,37.450000000000045,1353,62.5,9,0,0,0,0,0,0,11.0
8363,L,26.650000000000034,37.55000000000001,1582,45.0,11,0,0,0,0,0,0,10.899999999999977
8364,L,26.75,37.650000000000034,1396,49.0,13,0,0,0,0,0,0,10.900000000000034
8365,M,26.650000000000034,37.650000000000034,1551,36.6,15,0,0,0,0,0,0,11.0
8366,M,26.75,37.650000000000034,1836,22.8,18,0,0,0,0,0,0,10.900000000000034
8367,L,26.75,37.650000000000034,1390,49.9,21,0,0,0,0,0,0,10.900000000000034
8368,L,26.75,37.650000000000034,1534,42.1,23,0,0,0,0,0,0,10.900000000000034
8369,L,26.650000000000034,37.55000000000001,1953,20.6,25,0,0,0,0,0,0,10.899999999999977
8370,L,26.650000000000034,37.650000000000034,1634,33.6,27,0,0,0,0,0,0,11.0
8371,L,26.55000000000001,37.55000000000001,1881,21.7,29,0,0,0,0,0,0,11.0
8372,M,26.650000000000034,37.55000000000001,1448,44.8,31,0,0,0,0,0,0,10.899999999999977
8373,M,26.55000000000001,37.55000000000001,1362,50.5,34,0,0,0,0,0,0,11.0
8374,L,26.650000000000034,37.55000000000001,1225,63.4,37,0,0,0,0,0,0,10.899999999999977
8375,M,26.650000000000034,37.450000000000045,1384,48.2,39,0,0,0,0,0,0,10.800000000000011
8376,L,26.650000000000034,37.650000000000034,1334,49.3,42,0,0,0,0,0,0,11.0
8377,L,26.650000000000034,37.55000000000001,1336,50.3,44,0,0,0,0,0,0,10.899999999999977
8378,M,26.650000000000034,37.75,1331,61.6,46,0,0,0,0,0,0,11.099999999999966
8379,L,26.650000000000034,37.75,1629,31.9,49,0,0,0,0,0,0,11.099999999999966
8380,L,26.75,37.85000000000002,1776,25.7,51,0,0,0,0,0,0,11.100000000000023
8381,H,26.650000000000034,37.85000000000002,1530,38.3,53,0,0,0,0,0,0,11.199999999999989
8382,L,26.75,37.85000000000002,1719,27.3,58,0,0,0,0,0,0,11.100000000000023
8383,M,26.650000000000034,37.75,1495,35.2,60,0,0,0,0,0,0,11.099999999999966
8384,L,26.650000000000034,37.55000000000001,1450,43.1,63,0,0,0,0,0,0,10.899999999999977
8385,H,26.650000000000034,37.650000000000034,1563,38.8,65,0,0,0,0,0,0,11.0
8386,M,26.75,37.75,1501,37.1,70,0,0,0,0,0,0,11.0
8387,L,26.650000000000034,37.75,1351,47.2,73,0,0,0,0,0,0,11.099999999999966
8388,L,26.75,37.75,1365,46.5,75,0,0,0,0,0,0,11.0
8389,L,26.650000000000034,37.75,1525,39.7,77,0,0,0,0,0,0,11.099999999999966
8390,M,26.650000000000034,37.650000000000034,1288,61.9,79,0,0,0,0,0,0,11.0
8391,L,26.450000000000045,37.450000000000045,1423,42.7,82,0,0,0,0,0,0,11.0
8392,M,26.350000000000023,37.450000000000045,1502,39.4,84,0,0,0,0,0,0,11.100000000000023
8393,L,26.350000000000023,37.35000000000002,1428,43.5,87,0,0,0,0,0,0,11.0
8394,M,26.450000000000045,37.35000000000002,1566,38.1,89,0,0,0,0,0,0,10.899999999999977
8395,M,26.350000000000023,37.35000000000002,1483,44.8,92,0,0,0,0,0,0,11.0
8396,H,26.450000000000045,37.450000000000045,1593,33.3,95,0,0,0,0,0,0,11.0
8397,L,26.350000000000023,37.450000000000045,1724,26.4,100,0,0,0,0,0,0,11.100000000000023
8398,L,26.350000000000023,37.55000000000001,2617,12.1,102,1,0,0,1,0,0,11.199999999999989
8399,L,26.450000000000045,37.55000000000001,1294,59.4,104,0,0,0,0,0,0,11.099999999999966
8400,L,26.450000000000045,37.450000000000045,1533,40.7,106,0,0,0,0,0,0,11.0
8401,H,26.350000000000023,37.25,1671,31.8,108,0,0,0,0,0,0,10.899999999999977
8402,L,26.350000000000023,37.35000000000002,1370,52.4,113,0,0,0,0,0,0,11.0
8403,L,26.350000000000023,37.450000000000045,1462,45.1,115,0,0,0,0,0,0,11.100000000000023
8404,L,26.25,37.35000000000002,1545,36.6,117,0,0,0,0,0,0,11.100000000000023
8405,M,26.25,37.35000000000002,1484,41.7,119,0,0,0,0,0,0,11.100000000000023
8406,M,26.25,37.35000000000002,1344,45.3,122,0,0,0,0,0,0,11.100000000000023
8407,L,26.25,37.35000000000002,1357,50.1,125,0,0,0,0,0,0,11.100000000000023
8408,M,26.350000000000023,37.450000000000045,1572,33.0,127,0,0,0,0,0,0,11.100000000000023
8409,L,26.350000000000023,37.450000000000045,1861,26.9,130,0,0,0,0,0,0,11.100000000000023
8410,L,26.350000000000023,37.35000000000002,1548,44.5,132,0,0,0,0,0,0,11.0
8411,L,26.450000000000045,37.650000000000034,1496,37.7,134,0,0,0,0,0,0,11.199999999999989
8412,M,26.450000000000045,37.55000000000001,1314,49.7,136,0,0,0,0,0,0,11.099999999999966
8413,M,26.450000000000045,37.55000000000001,1422,49.7,139,0,0,0,0,0,0,11.099999999999966
8414,L,26.450000000000045,37.650000000000034,1842,20.1,142,0,0,0,0,0,0,11.199999999999989
8415,M,26.55000000000001,37.75,1434,53.0,144,0,0,0,0,0,0,11.199999999999989
8416,M,26.650000000000034,37.950000000000045,1585,31.3,147,0,0,0,0,0,0,11.300000000000011
8417,H,26.650000000000034,37.950000000000045,1704,30.7,150,0,0,0,0,0,0,11.300000000000011
8418,L,26.75,38.05000000000001,1971,23.2,155,0,0,0,0,0,0,11.300000000000011
8419,L,26.850000000000023,38.150000000000034,1431,39.9,157,0,0,0,0,0,0,11.300000000000011
8420,L,26.75,38.25,1546,37.7,159,0,0,0,0,0,0,11.5
8421,L,26.75,38.150000000000034,1496,36.3,161,0,0,0,0,0,0,11.400000000000034
8422,H,26.75,38.150000000000034,1243,63.0,163,0,0,0,0,0,0,11.400000000000034
8423,L,26.850000000000023,38.25,1452,46.2,168,0,0,0,0,0,0,11.399999999999977
8424,L,26.950000000000045,38.450000000000045,1380,44.7,170,0,0,0,0,0,0,11.5
